id,title,description,availability,condition,price,link,image_link,brand
8735964911312050454,Lámpara Deco Lamp de Mist Design,"Descubre la deco lamp, una luminaria de piso que combina verticalidad y elegancia, inspirada en el diseño clásico. Su estructura dual ofrece dos fuentes de luz, creando un ambiente cálido y sofisticado. Ideal para realzar cualquier espacio con estilo.",in stock,new,1235000.00 COP,https://www.mistdesignco.com/deco-lamp,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/99054a87-3c26-4207-9181-8eac9bb98c20.png,Mist Design
221197922111662181,Sofá Curvy Sofa de Mist Design,Descubre este sofá que combina curvas suaves y comodidad envolvente. Su diseño sin ángulos rectos y tapizado de alta gama hacen de este mueble una pieza esencial para cualquier salón contemporáneo.,in stock,new,3520000.00 COP,https://www.mistdesignco.com/curvy-sofa,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/23b3b7a1-31ca-4523-bde9-155a4df9f7fa.png,Mist Design
1385963955983507756,Comedor de Exterior Lounge de Mist Design,"Sala de Exterior Lounge | Sala de Exterior Mid-CenturyLa Sala de Exterior Lounge es una propuesta funcional, alegre y atemporal que convierte cualquier espacio exterior en un lugar idóneo para disfrutar y vivir al aire libre. Reinterpreta la sofisticación del espíritu mid-century a través de líne…",in stock,new,6020000.00 COP,https://www.mistdesignco.com/sala-de-exterior-lounge-,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/68210eb1-e21f-41d8-ac97-5e6c3147737b.png,Mist Design
9431748669585599216,Silla Bubble Chair de Mist Design,"Descubre la poltrona con curvas versátiles que se adapta a cualquier estilo decorativo. Su estructura acolchada ofrece suavidad y elegancia, ideal para salones modernos.",in stock,new,3555000.00 COP,https://www.mistdesignco.com/poltrona-bubble-chair,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/ca5f5da4-07e1-4858-88cc-63dfd37f0e06.png,Mist Design
10330966251246137671,Mesa Oak Marmol de Mist Design,"Descubre la mesa de centro Oak Marmol, una obra de arte que combina la calidez de la madera maciza de flor morado con la sofisticación de la piedra natural. Ideal para añadir un toque de elegancia a tu espacio.",in stock,new,1817000.00 COP,https://www.mistdesignco.com/oak-marmol-madera-maciza,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/53a79b89-31fc-416d-b035-6eac6b8cd9cf.png,Mist Design
700907122785520123,Silla Astro Chair de Mist Design,"Descubre una pieza disruptiva y moderna con tapizado en pana acanalada azul. Su diseño único y geometría compacta realzan cualquier ambiente, añadiendo color y modernidad sin sacrificar comodidad.",in stock,new,1498000.00 COP,https://www.mistdesignco.com/pieza-disruptiva-astro-chair,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/1fc5fe81-29ec-484d-b293-ae2939a3b85d.png,Mist Design
12409227601353744610,Mesa Pine Wood Table de Mist Design,"Descubre la mesa de centro perfecta para tu sala de estar. Con una base geométrica cónica y una superficie circular de gran formato, esta pieza combina estilo y funcionalidad, anclando tu espacio con elegancia y resistencia.",in stock,new,1120000.00 COP,https://www.mistdesignco.com/mesa-de-centro-conica,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/996bef93-cd38-468a-9a2b-5fda9dca4347.png,Mist Design
15837391524265047517,Lounge Poltrona lounge de Mist Design,"Mesa de centro Mist | Mesa de Centro ExteriorLa Mesa de Centro Solana es una pieza central que combina funcionalidad, ligereza visual y un marcado carácter mid-century modern. Diseñada como el complemento perfecto para configuraciones de salas exteriores o zonas lounge al aire libre, destaca por …",in stock,new,1710000.00 COP,https://www.mistdesignco.com/mesa-de-centro-lounge-,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/0c12cb0e-2084-4e49-ba5c-8a919a978e21.png,Mist Design
16085707984306226874,Mesa Timeless Table de Mist Design,"Descubre la Timeless Table, una mesa de comedor que trasciende tendencias. Diseñada para ser el corazón de momentos inolvidables, celebra la belleza de la madera noble y ofrece elegancia y maestría en cada detalle.",in stock,new,2673000.00 COP,https://www.mistdesignco.com/timeless-table,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/50d77052-ee66-42d8-8a7b-a53a4f8c2c96.png,Mist Design
12597192621036904664,Cama Nube de Mist Design,"Descubre la cama tipo nube con diseño orgánico y texturas ultra suaves, perfecta para mascotas que sufren de ansiedad. Proporciona soporte ortopédico y un recubrimiento gentil con la piel. Ideal para un descanso profundo y reparador.",in stock,new,996000.00 COP,https://www.mistdesignco.com/cama-tipo-nube,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/eccb72ea-239f-441d-bdda-cfd0e8dcabdc.png,Mist Design
7464745850422801617,Silla Floyd chair de Mist Design,"Descubre la poltrona cilíndrica envolvente con base de madera vista. Su diseño compacto optimiza el espacio sin sacrificar elegancia, ideal para salas de espera y rincones de lectura.",in stock,new,2065000.00 COP,https://www.mistdesignco.com/poltrona-cilindrica-floyd-chair,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/b6682230-97a7-4c26-b678-4eafe22781a9.png,Mist Design
6303384606746489777,Mesa Helo Table de Mist Design,"Helo Table | Reflejos Dinámicos y Vanguardia GeométricaLa Helo Table es una celebración de la simplicidad sofisticada a través de la luz. Diseñada íntegramente en cristal dicroico, esta mesa auxiliar destaca por su estructura equilibrada y su silueta de líneas puras. Es la pieza perfecta para qui…",in stock,new,1500000.00 COP,https://www.mistdesignco.com/tienda-mesas-helo-table,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/65611233-7124-49bb-8f55-d94c04ab8af4.png,Mist Design
5460106233567458277,Silla Concha Chair de Mist Design,"Descubre la Concha Chair, una poltrona que rinde homenaje a la sofisticación del diseño mid-century. Con su respaldo acanalado, ofrece confort y estilo, convirtiéndola en una pieza clave para cualquier espacio elegante.",in stock,new,3680000.00 COP,https://www.mistdesignco.com/concha-chair,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/77d5b337-a975-4182-940f-a5f4a62344ce.png,Mist Design
16216638798267077670,Sofá Pit Sofa de Mist Design,"Descubre nuestro sofá modular de gran escala, diseñado para quienes valoran el espacio y la comodidad. Ideal para interacciones sociales relajadas, cuenta con brazos anchos y una estructura reforzada, perfecto para cualquier ambiente.",in stock,new,5510000.00 COP,https://www.mistdesignco.com/pit-sofa-modular,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/66c23ac6-da2e-46e7-8d1c-4017fd34b0fb.png,Mist Design
11922167440106642030,Solo Mármol de Mist Design,"Descubre la mesa de mármol auxiliar de diseño en mármol, una fusión de elegancia orgánica y diseño contemporáneo. Ideal para cualquier espacio, su estilo geométrico y sólido la convierte en una pieza única y sofisticada.",in stock,new,560000.00 COP,https://www.mistdesignco.com/mesa-de-marmol,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/85ecff17-9f4a-4f85-ab3e-23aef9a0c937.png,Mist Design
12372661919596486990,Cojín Pillow Hug de Mist Design,"Descubre Pillow Hug, un cojín que va más allá de la decoración textil. Con un diseño surrealista inspirado en la forma humana, este arte objeto redefine tu espacio. Ideal para quienes buscan piezas únicas y con carácter.",in stock,new,210000.00 COP,https://www.mistdesignco.com/pillow-hug,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/396fc695-5e2b-45c2-960f-564c498338ee.png,Mist Design
9576344378002695309,Mesa Runa Table de Mist Design,"Esta pieza minimalista mesa auxiliar conica sólida y una superficie circular de bordes suavizados. Fabricada en madera natural seleccionada, su diseño compacto es ideal para espacios reducidos o como complemento lateral de poltronas de gran volumen. Aporta un equilibrio visual perfecto.",in stock,new,1690000.00 COP,https://www.mistdesignco.com/mesa-auxiliar-conica,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/7b337a0c-18af-4634-aeb8-ad100b77bf18.png,Mist Design
8296548448941650773,Silla WildChair de Mist Design,"Descubre la Wildchair, un sillón moderno que combina elegancia y confort. Con un vibrante tapizado de leopardo, es la pieza perfecta para realzar la decoración de interiores y aportar personalidad a tu hogar. Ideal para quienes buscan audacia y sofisticación.",in stock,new,2100000.00 COP,https://www.mistdesignco.com/wildchair-sillon-moderno,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/002a6bb3-b2c8-4868-8bd7-254e3f49e1f8.png,Mist Design
15249359654224987687,Mesa Litmus Table de Mist Design,"Descubre la Litmus Table, una pieza de mobiliario contemporáneo que redefine el diseño con su silueta vanguardista y fascinante iridiscencia. Ideal para ser el centro de atención en cualquier espacio.",in stock,new,3820000.00 COP,https://www.mistdesignco.com/litmus-table,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/8a13c055-acd8-4da0-af86-d44f724c33e4.png,Mist Design
15738268184147382754,Mesa Refugio Mist de Mist Design,"Descubre nuestra mesa auxiliar híbrida que también sirve como refugio privado para mascotas. Fabricada artesanalmente en madera de pino con acabados naturales, ofrece un espacio seguro y cálido para el descanso de tu mascota, integrándose perfectamente en tu decoración.",in stock,new,1160000.00 COP,https://www.mistdesignco.com/mesa-auxiliar-mascotas,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/7da7df4b-a215-439a-8bbf-51d6a9d92f0f.png,Mist Design
17790146959794715391,Silla Belli Chair de Mist Design,"Descubre la poltrona robusta de alto impacto visual, ideal para zonas de descanso. Incluye cojines cilíndricos y esféricos, ofreciendo confort y un diseño modular que invita al relax total.",in stock,new,3555000.00 COP,https://www.mistdesignco.com/poltrona-robusta-belli-chair,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/17efe3a6-2632-49b4-844d-353d179af0c8.png,Mist Design
11582390420281271460,Mesa Walnut Table de Mist Design,"Descubre mesas de madera únicas que celebran la imperfección de la naturaleza. Con bordes irregulares y un acabado artesanal, cada pieza es un diseño de muebles exclusivo que resalta la belleza natural de la madera.",in stock,new,1120000.00 COP,https://www.mistdesignco.com/mesas-de-madera-unicas,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/7df9bd5a-d133-4593-b8bc-8129efa3cedc.png,Mist Design
9124020137279740259,Mesa Float Table de Mist Design,"Descubre nuestra mesa de vidrio y madera, diseñada para aportar ligereza visual y calidez a tu hogar. Su estructura flotante permite apreciar la artesanía, convirtiéndola en un objeto de diseño funcional y atractivo.",in stock,new,1120000.00 COP,https://www.mistdesignco.com/float-table-mesa-de-vidrio,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/5773c3c7-3465-447a-b931-3992873f1b04.png,Mist Design
9119299908498183998,Silla Casina Chair de Mist Design,"Descubre la Casina Chair, una pieza única que desafía el diseño convencional. Con su estructura arquitectónica y estética vanguardista, ofrece una experiencia de descanso envolvente y excepcional. Ideal para quienes buscan confort y estilo en su hogar.",in stock,new,1815000.00 COP,https://www.mistdesignco.com/casina-chair,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/1edd457a-5f22-495b-af46-7c7a443b2584.png,Mist Design
10366231093518790221,Silla Edgy Chair de Mist Design,"Descubre un diseño limpio en madera con formas redondeadas en tono crema, ideal para crear ambientes de inspiración zen o minimalista. Resalta la calidad de los materiales y crea una atmósfera de paz y estilo.",in stock,new,2120000.00 COP,https://www.mistdesignco.com/edgy-chair-madera,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/9ce5a72f-6418-4ef4-b408-5ef4e66a0ec8.png,Mist Design
7268530277552402794,Sofá Lily Sofa de Mist Design,"Descubre nuestro sofá de diseño atemporal, con estructura lineal y base cerrada que aporta elegancia y solidez. Ideal para espacios íntimos, sus cojines de alta densidad ofrecen un soporte firme y duradero. Medidas: 1.80m x 0.90m x 0.70m.",in stock,new,3940000.00 COP,https://www.mistdesignco.com/lily-sofa-de-diseno,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/200a9a5f-e0fe-442d-ad7e-d255c68d496f.png,Mist Design
8674172308981248420,Mesa Rainbow Table de Mist Design,"Descubre la Rainbow Table, la pieza central perfecta que combina diseño artístico y funcionalidad. Su silueta minimalista y esferas multicolores transforman tu comedor en una galería de estilo contemporáneo. Ideal para quienes buscan elegancia y originalidad.",in stock,new,3680000.00 COP,https://www.mistdesignco.com/rainbow-table,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/3f34e4e3-fe25-4b48-b1a1-49d8ab38934b.png,Mist Design
1738931669692692431,Mesa Studio 54 Table de Mist Design,"Descubre esta pieza que rinde homenaje al glamour años 60 y la vanguardia artística de los años 60. Con un diseño cuadrado de perfil bajo y estructura de hierro con acabado cromado, captura la energía de una época icónica en cada detalle.",in stock,new,1395000.00 COP,https://www.mistdesignco.com/studio-54-table-glamour-anos-60,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/ff01c349-ead3-4f2f-a866-2c887eaaab2d.png,Mist Design
14988075121586938210,Lounge Chaise Lounge de Mist Design,"Descubre sillas modernas de autor con respaldo asimétrico y elegante caída, ideal para salas y habitaciones principales, Tapizada en telas de alta resistencia",in stock,new,3520000.00 COP,https://www.mistdesignco.com/sillas-modernas-chaise-lounge,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/4eb0989e-c0bd-4220-90ee-89ab30293985.png,Mist Design
2317489817536036549,Lámpara Bulbs Lamp de Mist Design,"Descubre Bulbs Lamp, la máxima expresión de iluminación de autor. Esta lámpara de suspensión, con su sistema circular de cinco esferas entrelazadas, crea una atmósfera envolvente y lujosa, iluminando todos los rincones de tu espacio.",in stock,new,2010000.00 COP,https://www.mistdesignco.com/bulbs-lamp-,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/882e44b4-8b19-415c-81e5-c865f7a22603.png,Mist Design
14025092253603234787,Cama Nido Orbit de Mist Design,"Descubre la evolución del modelo nido tradicional, diseñado con un borde elevado perimetral que ofrece mayor protección a tu mascota. Fabricado en madera de pino con cojines hipoalergénicos, asegurando confort y estilo con acabados artesanales de alta calidad.",in stock,new,1322000.00 COP,https://www.mistdesignco.com/modelo-nido-tradicional,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/c9f3e1af-3132-4235-8e00-483a919a9223.png,Mist Design
10032220258779654474,Mesa Retro Table de Mist Design,"Descubre una pieza única Retro Table que combina el diseño industrial clásico con un toque contemporáneo. Su estructura de doble nivel y superficies de vidrio ahumado ofrecen funcionalidad y amplitud, ideal para organizar elementos decorativos sin sacrificar la ligereza del espacio.",in stock,new,1567000.00 COP,https://www.mistdesignco.com/retro-table-diseno-industrial,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/6be6313b-8850-4ad6-8760-ec064b4c9d6d.png,Mist Design
